eye_shoulder_y_ratio,shoulder_y_diff,wrist_distance_x,wrist_shoulder_ratio,nose_eye_center_offset_x,shoulder_span,hip_shoulder_y_diff,body_lean_x,shoulder_center_x,hip_center_x,spine_angle,eye_distance,head_tilt_angle,eye_distance_ratio,shoulder_slope,head_direction,arm_position,posture,confidence_label
-0.5502765029668808,0.009900152683258057,0.6593545824289322,1.265684006342696,0.010179311037063599,0.5210312994061339,1.0264225900173187,-0.013404309749603271,0.540509507060051,0.5539138168096542,89.25180259279728,0.18041523218505962,-9.271181393627618,0.34626563200847055,0.009900152683258057,Looking Straight,Partially Open,Upright,Confident
-0.5478928983211517,0.010571777820587158,0.6685726791620255,1.271183869342289,0.012171611189842224,0.5260411453372763,1.0255261957645416,-0.012412771582603455,0.5430511385202408,0.5554639101028442,89.30653678181642,0.183621285321599,-8.759568620551583,0.34906259129952366,0.010571777820587158,Looking Straight,Partially Open,Upright,Confident
-0.5476260334253311,0.010913670063018799,0.6687139719724655,1.2699199284149025,0.013468042016029358,0.5266827207693823,1.025331825017929,-0.012490332126617432,0.5435108989477158,0.5560012310743332,89.3020718737292,0.18265264001587,-8.811641155908218,0.34679823888858474,0.010913670063018799,Looking Straight,Partially Open,Upright,Confident
-0.5505520850419998,0.0071631669998168945,0.6625234335660934,1.2615704304740691,0.01299932599067688,0.5251965578355767,1.0305617451667786,-0.010890662670135498,0.5452941507101059,0.5561848133802414,89.39453818915331,0.17722068914420452,-8.245642686639657,0.33743688243990166,0.0071631669998168945,Looking Straight,Partially Open,Upright,Confident
-0.5460683852434158,0.00147932767868042,0.6525366008281708,1.2543731960575464,0.013763189315795898,0.5202014022889637,1.0349702537059784,-0.00891578197479248,0.5472269654273987,0.5561427474021912,89.50643601540185,0.17247620650025047,-8.905423482401504,0.33155659662071163,0.00147932767868042,Looking Straight,Partially Open,Upright,Confident
-0.5445633679628372,0.006084859371185303,0.6411471515893936,1.2391164447895517,0.013384953141212463,0.5174486195521656,1.0378492176532745,-0.007885351777076721,0.5482324659824371,0.5561178177595139,89.56468755201564,0.17133731857030762,-8.89775487293682,0.3311194814252173,0.006084859371185303,Looking Straight,Partially Open,Upright,Confident
-0.5454370826482773,0.013028264045715332,0.6395036727190018,1.2379972645288537,0.01183098554611206,0.5167173444431599,1.0402019619941711,-0.00681053102016449,0.548541471362114,0.5553520023822784,89.62487178233076,0.17115398666292805,-9.279946518847227,0.3312332912830167,0.013028264045715332,Looking Straight,Partially Open,Upright,Confident
-0.5409702807664871,0.012850940227508545,0.6410714387893677,1.24676003914391,0.009960711002349854,0.5143404824134129,1.0385136306285858,-0.007890686392784119,0.54945208132267,0.5573427677154541,89.56467174363998,0.16568604036432055,-10.195834640284243,0.32213299561193515,0.012850940227508545,Looking Straight,Partially Open,Upright,Confident
-0.5410747528076172,0.012687623500823975,0.6421068161725998,1.2530161541169278,0.009447649121284485,0.5125959971193063,1.0370247066020966,-0.008436903357505798,0.5501057207584381,0.5585426241159439,89.53387003548934,0.16605167973819016,-10.328024418344377,0.32394259937917885,0.012687623500823975,Looking Straight,Partially Open,Upright,Confident
-0.5412002354860306,0.01782745122909546,0.6405348628759384,1.2547842492478598,0.008745431900024414,0.5107753101691743,1.0382523238658905,-0.005568414926528931,0.5490539520978928,0.5546223670244217,89.69271090705945,0.16187502896683373,-12.559003004756338,0.3169202303713916,0.01782745122909546,Looking Straight,Partially Open,Upright,Confident
-0.5387222617864609,0.015476107597351074,0.6196996718645096,1.2314627580353537,0.0057157427072525024,0.5034503468017617,1.0280123353004456,-0.005751430988311768,0.5450043827295303,0.5507558137178421,89.67945006851619,0.1611683487334016,-16.061999659995607,0.3201275950195405,0.015476107597351074,Looking Straight,Partially Open,Upright,Confident
-0.5409600734710693,0.014495551586151123,0.6081665456295013,1.2182090273699517,0.005651354789733887,0.4994304483797958,1.0218141973018646,-0.006044104695320129,0.5428033322095871,0.5488474369049072,89.6610952831092,0.15762512001865525,-15.577723953692503,0.31560975212866477,0.014495551586151123,Looking Straight,Partially Open,Upright,Confident
-0.5381780713796616,0.012713968753814697,0.6017749905586243,1.2113893212079256,0.005544289946556091,0.49691699299355147,1.0211478769779205,-0.008591637015342712,0.5375364273786545,0.5461280643939972,89.51794158730026,0.15783160663847778,-17.693539895319205,0.3176216729632468,0.012713968753814697,Looking Straight,Partially Open,Upright,Confident
-0.5349408090114594,0.008302509784698486,0.5994606018066406,1.225329646665947,0.00388239324092865,0.48928438986482264,1.0206988751888275,-0.011489301919937134,0.5327233672142029,0.54421266913414,89.35508823907355,0.15413449060572185,-18.150240860995428,0.31502024956959174,0.008302509784698486,Looking Straight,Partially Open,Upright,Confident
-0.534569650888443,0.00684046745300293,0.5955839157104492,1.223750635551752,0.0037563741207122803,0.4867253893526049,1.0191220045089722,-0.01071806252002716,0.5295420140028,0.5402600765228271,89.39744495298706,0.15185549971639056,-17.312703733104822,0.3119942025592174,0.00684046745300293,Looking Straight,Partially Open,Upright,Confident
-0.5358414798974991,0.0028907060623168945,0.5781355500221252,1.1994495449350115,0.003038376569747925,0.4819993931289879,1.0174028873443604,-0.014092579483985901,0.5225432962179184,0.5366358757019043,89.20641694377905,0.15140467352263728,-17.014997791872762,0.3141179754185289,0.0028907060623168945,Looking Straight,Partially Open,Upright,Neutral
-0.5312018692493439,0.0016946792602539062,0.5494484901428223,1.1632150349053378,0.004143267869949341,0.472346365700813,1.0130534768104553,-0.019382119178771973,0.507583737373352,0.526965856552124,88.9039293761055,0.14530163943958432,-16.42423573892005,0.30761671940463126,0.0016946792602539062,Looking Straight,Partially Open,Upright,Neutral
-0.5332439839839935,0.0014316439628601074,0.5511295795440674,1.1758302293154062,0.003935307264328003,0.46870745316238394,1.0102244317531586,-0.020307719707489014,0.5011049658060074,0.5214126855134964,88.84838467247309,0.14374254733715727,-15.01931040858835,0.3066786038227508,0.0014316439628601074,Looking Straight,Partially Open,Upright,Neutral
-0.5297081917524338,0.0009757876396179199,0.5019228160381317,1.0912021753140824,0.0029540807008743286,0.45996337325090153,0.994979590177536,-0.014790162444114685,0.4899987727403641,0.5047889351844788,89.14837300424662,0.14221292623159512,-14.232465382271693,0.30918315348996406,0.0009757876396179199,Looking Straight,Closed Arms,Upright,Neutral
-0.5324601233005524,0.016595900058746338,0.5241150856018066,1.1457283688373454,0.0024158358573913574,0.45774238353077246,0.9944725334644318,-0.023878268897533417,0.47625917941331863,0.500137448310852,88.62453596818926,0.1373703163503161,-12.30065357064055,0.3001039914432157,0.016595900058746338,Looking Straight,Partially Open,Upright,Neutral
-0.522939071059227,0.02789527177810669,0.5521647334098816,1.2199637318415655,0.0033461451530456543,0.4534563288702027,0.9868004024028778,-0.024357184767723083,0.47078150510787964,0.4951386898756027,88.58605593147333,0.1369181228810158,-12.76103086736078,0.3019433496984165,0.02789527177810669,Looking Straight,Partially Open,Upright,Confident
-0.5188177078962326,0.03499573469161987,0.5541406720876694,1.2404959351717593,0.0006968080997467041,0.44806771684447133,0.9801182448863983,-0.026885293424129486,0.4612404927611351,0.4881257861852646,88.42873278856662,0.13943269704311184,-14.401014479266854,0.31118666175075116,0.03499573469161987,Looking Straight,Partially Open,Stiff,Confident
-0.5181697756052017,0.037914812564849854,0.5854706019163132,1.3046675095983817,0.0006326287984848022,0.45033970257037403,0.9813663065433502,-0.02314119040966034,0.448252871632576,0.47139406204223633,88.64918240518438,0.13770506752709383,-13.571752827053048,0.3057804291762946,0.037914812564849854,Looking Straight,Partially Open,Stiff,Confident
-0.5171831697225571,0.04127347469329834,0.5914064794778824,1.324644097800108,0.001637488603591919,0.44835818579401665,0.9811667799949646,-0.021304026246070862,0.44254694879055023,0.4638509750366211,88.75613499496598,0.13676358708306627,-13.190013549522048,0.3050319842847651,0.04127347469329834,Looking Straight,Partially Open,Stiff,Confident
-0.5218882411718369,0.04738962650299072,0.5936470776796341,1.3379216830130787,0.003903806209564209,0.44622196176181095,0.974190354347229,-0.02609638124704361,0.4380790665745735,0.4641754478216171,88.46554114783571,0.13738154580855136,-14.95758440802538,0.3078771498967241,0.04738962650299072,Looking Straight,Partially Open,Stiff,Confident
-0.49996861815452576,0.05092567205429077,0.6018475443124771,1.3637508080545653,-0.00017195940017700195,0.4442364494033462,0.9720047414302826,-0.026503287255764008,0.4403947964310646,0.4668980836868286,88.43812454776887,0.13494470492812916,-9.794794172163504,0.3037677460041231,0.05092567205429077,Looking Straight,Partially Open,Stiff,Neutral
-0.5067811012268066,0.06146430969238281,0.6133337020874023,1.3947726711059794,0.00029903650283813477,0.4440023017498982,0.9716861844062805,-0.02742256224155426,0.4418378621339798,0.46926042437553406,88.38344912956731,0.13751616515353823,-11.515550363615391,0.3097194870647307,0.06146430969238281,Looking Straight,Partially Open,Stiff,Neutral
-0.5437294244766235,0.06001180410385132,0.6452989131212234,1.4411406663520712,0.007045730948448181,0.45176325065470047,0.9874562323093414,-0.026628561317920685,0.44740960747003555,0.47403816878795624,88.45528900041846,0.1420170851242965,-12.08932802821019,0.3143617479254537,0.06001180410385132,Looking Straight,Partially Open,Stiff,Neutral
-0.533396527171135,0.0471423864364624,0.6278097182512283,1.4038564663170574,0.008383139967918396,0.44967160685405305,0.9955494999885559,-0.02135542780160904,0.4601667448878288,0.48152217268943787,88.77114270851986,0.14160128706756006,-10.369096143596826,0.31489932855271124,0.0471423864364624,Looking Straight,Open Arms,Stiff,Confident
-0.5255620628595352,0.03991490602493286,0.6187794655561447,1.3790947035526986,0.0070339590311050415,0.45044720957309115,0.998953253030777,-0.01737455278635025,0.466911144554615,0.48428569734096527,89.00356880596694,0.1391349522649167,-9.579555090661895,0.3088818163548645,0.03991490602493286,Looking Straight,Open Arms,Stiff,Confident
-0.5280535221099854,0.05673658847808838,0.6725056320428848,1.5380907823711865,0.020197510719299316,0.44088988796994827,1.0159137845039368,-0.025858521461486816,0.48765647411346436,0.5135149955749512,88.54193896287391,0.14232981856407287,-14.191460185047161,0.3228239577446927,0.05673658847808838,Looking Straight,Open Arms,Stiff,Neutral
-0.5203466862440109,0.04617983102798462,0.7495394200086594,1.6680569319744682,0.011579468846321106,0.4517056067277361,1.0326620638370514,-0.02571295201778412,0.5163718312978745,0.5420847833156586,88.57364831451915,0.1464195580209386,-9.328095337321027,0.32414819705612474,0.04617983102798462,Looking Straight,Open Arms,Stiff,Confident
-0.5101077705621719,0.040968477725982666,0.7353838682174683,1.6445008823093854,0.005400300025939941,0.44904034336201437,1.0383765399456024,-0.018376275897026062,0.527366504073143,0.5457427799701691,88.98613545722623,0.13733113470884042,-5.648180883555079,0.30583250867979284,0.040968477725982666,Looking Straight,Open Arms,Stiff,Confident
-0.5177286118268967,0.035043179988861084,0.732757642865181,1.5886270878104833,0.010558351874351501,0.46257143833808156,1.0431366860866547,-0.006846264004707336,0.5594078600406647,0.566254124045372,89.62396452348362,0.1440983400202444,-8.493675108049473,0.31151586128611475,0.035043179988861084,Looking Straight,Open Arms,Stiff,Confident
-0.5248661488294601,0.014403700828552246,0.7149034291505814,1.5574966829892731,0.008035823702812195,0.4592239385100496,1.0571672320365906,-0.00042779743671417236,0.5808912366628647,0.5813190340995789,89.9768144665011,0.14492456817190166,-7.117313221778138,0.3155858308303981,0.014403700828552246,Looking Straight,Open Arms,Upright,Confident
-0.5130545496940613,0.006291031837463379,0.7006238698959351,1.5108425672536128,0.003970474004745483,0.4637632315274546,1.0643125176429749,-0.004979580640792847,0.5834542512893677,0.5884338319301605,89.73193317944768,0.1430723094976514,-7.0988351150032045,0.3085029165128663,0.006291031837463379,Looking Straight,Open Arms,Upright,Confident
-0.5138021260499954,4.786252975463867e-05,0.5809696316719055,1.2444635156991932,0.0038422048091888428,0.4668334449031447,1.0639702379703522,-0.012573733925819397,0.584537997841835,0.5971117317676544,89.32292433949625,0.14343972561824447,-7.063872618788661,0.3072610310685952,4.786252975463867e-05,Looking Straight,Open Arms,Upright,Confident
-0.5320832282304764,0.0010605454444885254,0.6285865902900696,1.356008012269837,0.006590306758880615,0.46354790653094424,1.0469816029071808,-0.00702279806137085,0.5991805493831635,0.6062033474445343,89.6156850763559,0.14056746306421533,-8.497445983120532,0.30324257985799297,0.0010605454444885254,Looking Straight,Partially Open,Upright,Confident
-0.5397787466645241,0.013472378253936768,0.637716680765152,1.313980936528392,0.0031414031982421875,0.4855087186423257,1.0526309311389923,0.003280848264694214,0.6156545281410217,0.6123736798763275,90.17857935248396,0.09880822628616927,176.54389132343607,0.20351483401261286,0.013472378253936768,Center,Partially Open,Upright,Confident
-0.5366868004202843,0.011299848556518555,0.6493605673313141,1.324909453189458,0.002090662717819214,0.49023718695923335,1.0562650561332703,0.0006109923124313354,0.6237183809280396,0.6231073886156082,90.03314251163522,0.09937391748003045,177.78946186855038,0.20270579246835896,0.011299848556518555,Center,Partially Open,Upright,Confident
-0.5607420951128006,0.02281951904296875,0.6735360622406006,1.3488580464382867,0.0006851255893707275,0.4998491467260129,1.0656013488769531,-0.00031723082065582275,0.6269077211618423,0.6272249519824982,89.98294297709248,0.09806015715287185,176.75402503841295,0.19617950294636094,0.02281951904296875,Center,Partially Open,Upright,Confident
-0.5357649475336075,0.018216967582702637,0.6836587190628052,1.383483416007956,-0.000712662935256958,0.4944831836284703,1.077958106994629,-0.004447042942047119,0.6274076849222183,0.6318547278642654,89.76363149479013,0.09628683299505703,-179.42979928956342,0.1947221587769951,0.018216967582702637,Center,Partially Open,Upright,Confident
-0.5047964728728402,0.02886977791786194,0.7194468975067139,1.4888454342295767,-0.005351334810256958,0.48407635384105163,1.0608528405427933,0.001278519630432129,0.6321674138307571,0.630888894200325,90.06905174835074,0.07948635104685911,-173.6706038248896,0.16420209418648604,0.02886977791786194,Center,Partially Open,Upright,Confident
-0.4815595895051956,0.018105000257492065,0.7957401871681213,1.636614178061042,-0.002569139003753662,0.48653820393661856,1.1273521333932877,-0.003917321562767029,0.6387838423252106,0.6427011638879776,89.80090950949285,0.07722258590164481,173.3739288911403,0.15871844240972413,0.018105000257492065,Center,Open Arms,Upright,Confident
-0.46725004352629185,0.021648496389389038,0.7941479086875916,1.6511968230475533,-0.0011470317840576172,0.4814298860861105,1.1353335827589035,-0.0022477805614471436,0.6377529799938202,0.6400007605552673,89.88656358525373,0.0700230548685563,175.5661111208728,0.145448084741527,0.021648496389389038,Center,Open Arms,Upright,Confident
-0.4761712634935975,0.020574182271957397,0.7773928046226501,1.6192958634186239,-0.0033541321754455566,0.48051143688770176,1.1065147370100021,0.006550312042236328,0.637130469083786,0.6305801570415497,90.33917383838555,0.06947219978372324,-176.73312406064693,0.14457970081565255,0.020574182271957397,Center,Open Arms,Upright,Confident
-0.49269891949370503,0.009830057621002197,0.727138876914978,1.6120483839550441,-0.010645359754562378,0.4511622719262442,1.106688380241394,0.013711288571357727,0.6204503774642944,0.6067390888929367,90.70982833858746,0.059467657337443684,-172.4041429049566,0.13180990751630364,0.009830057621002197,Center,Open Arms,Upright,Confident
-0.5010099513456225,0.010491490364074707,0.7082626223564148,1.6001988977259152,-0.01129072904586792,0.44272344686988463,1.1085329353809357,0.013758376240730286,0.6146407425403595,0.6008823662996292,90.71108073866893,0.05901602356717966,-175.9647484685668,0.13330223186603515,0.010491490364074707,Center,Open Arms,Upright,Confident
-0.4282965064048767,0.013073325157165527,0.710066169500351,1.8128027546946806,0.0017727315425872803,0.39190333187134696,1.0540190935134888,-0.007691115140914917,0.5738945156335831,0.581585630774498,89.58192349730298,0.12012903904593002,-8.653276798005164,0.3065272205579658,0.013073325157165527,Looking Straight,Open Arms,Upright,Confident
-0.44959141314029694,0.020536482334136963,0.6851256340742111,1.8007441665625992,-0.0005135387182235718,0.3810119160697224,1.018265575170517,-0.020911365747451782,0.5432849824428558,0.5641963481903076,88.82352439256732,0.11902644526181007,-6.26810382566857,0.3123955977272614,0.020536482334136963,Looking Straight,Open Arms,Upright,Confident
-0.465914323925972,0.021146655082702637,0.6500870287418365,1.680049194311897,-0.002168118953704834,0.38751265319452016,1.0025278329849243,-0.02045898139476776,0.5402360558509827,0.5606950372457504,88.83090467735144,0.1196231921923749,-6.670820265760559,0.3086949321686472,0.021146655082702637,Looking Straight,Open Arms,Upright,Confident
-0.475570373237133,0.02790963649749756,0.6839061677455902,1.7505185856273633,-0.0011288970708847046,0.39167339996599637,0.9974002838134766,-0.03209218382835388,0.5219490230083466,0.5540412068367004,88.15709643294763,0.11819816690002624,-9.477132623738182,0.30177736581112674,0.02790963649749756,Looking Straight,Open Arms,Upright,Confident
-0.4752836599946022,0.02117180824279785,0.6310846209526062,1.6014487918470852,-0.002435252070426941,0.3946294001909603,0.9756068587303162,-0.027583599090576172,0.514988973736763,0.5425725728273392,88.38049222313454,0.12141271153276204,-11.38616157399201,0.30766261072796575,0.02117180824279785,Looking Straight,Open Arms,Upright,Confident
-0.48300226777791977,0.01376199722290039,0.6533081084489822,1.6243586885396697,-0.002328038215637207,0.4024198723468756,0.9702101945877075,-0.022045493125915527,0.5086032748222351,0.5306487679481506,88.69832701927132,0.12196157006295329,-11.620310931322935,0.30307044568073804,0.01376199722290039,Looking Straight,Open Arms,Upright,Confident
-0.480437234044075,0.008776187896728516,0.5941519290208817,1.4681042305676266,-0.001806110143661499,0.4047920598419084,0.9597782492637634,-0.025927677750587463,0.5035388022661209,0.5294664800167084,88.45257454171836,0.12497960516399574,-11.79569183552155,0.30875014004179463,0.008776187896728516,Looking Straight,Partially Open,Upright,Confident
-0.4981693774461746,0.0057942867279052734,0.6710349321365356,1.588079991224326,-0.0022991597652435303,0.4225745207347979,0.9803553819656372,-0.023694857954978943,0.5037632137537003,0.5274580717086792,88.61544995413742,0.1272982714744756,-9.206102757377549,0.30124455031770897,0.0057942867279052734,Looking Straight,Open Arms,Upright,Confident
-0.5014846846461296,0.01106184720993042,0.6674848794937134,1.5709707261097596,-0.002471044659614563,0.42502087403531374,0.9811974465847015,-0.022948935627937317,0.5068257004022598,0.5297746360301971,88.660170305856,0.12842851291573443,-10.060319861710921,0.3021698950839381,0.01106184720993042,Looking Straight,Open Arms,Upright,Confident
-0.5094557330012321,0.016654372215270996,0.6664152294397354,1.5560928668948906,-0.0005705207586288452,0.4285755777815873,0.992373526096344,-0.020649686455726624,0.5107886791229248,0.5314383655786514,88.80793961815036,0.13000610102521012,-11.66237036475476,0.3033446322306878,0.016654372215270996,Looking Straight,Open Arms,Upright,Confident
-0.5315049290657043,0.015190422534942627,0.6672221422195435,1.4927467594220603,0.002220824360847473,0.4472241651669249,1.013479620218277,-0.01258668303489685,0.5220350921154022,0.5346217751502991,89.28846448615357,0.1365016686197387,-8.915535418343579,0.3052197963604894,0.015190422534942627,Looking Straight,Partially Open,Upright,Confident
-0.5346108227968216,0.010375797748565674,0.6657809019088745,1.4570171611122855,-0.0002438277006149292,0.45705566700348044,1.024341732263565,-0.0062408000230789185,0.5287131816148758,0.5349539816379547,89.65092989305488,0.13851425803940853,-10.972940562209526,0.303057741188348,0.010375797748565674,Looking Straight,Partially Open,Upright,Confident
-0.5608733631670475,0.003934085369110107,0.6752301156520844,1.4304158820303003,0.004395395517349243,0.4720580003297579,1.0528065860271454,-0.0025305896997451782,0.5378620624542236,0.5403926521539688,89.86228065803799,0.14341046386264122,-7.861935579305653,0.3037983971513274,0.003934085369110107,Looking Straight,Partially Open,Upright,Confident
-0.5659539774060249,0.006223499774932861,0.6812132745981216,1.3698068083053772,0.004677817225456238,0.4973350359130933,1.076570063829422,0.0065982043743133545,0.5527141094207764,0.546115905046463,90.35115645715383,0.14814361411504168,-6.454462781183869,0.29787487994497336,0.006223499774932861,Looking Straight,Partially Open,Upright,Confident
-0.5667969882488251,0.010066568851470947,0.6939134150743484,1.3804402865881416,0.0020957142114639282,0.5027662186688294,1.083300143480301,0.007246837019920349,0.5594892352819443,0.5522423982620239,90.38327972634242,0.14531422665589622,-5.206210099162663,0.2890294161780473,0.010066568851470947,Looking Straight,Partially Open,Upright,Confident
-0.5693611465394497,0.01987898349761963,0.7077225893735886,1.3748310642973791,0.0058245062828063965,0.5151442831415406,1.097209870815277,0.007648095488548279,0.5701962262392044,0.5625481307506561,90.39937345402544,0.15358531312317186,-6.290867102003796,0.2981403815384532,0.01987898349761963,Looking Straight,Partially Open,Upright,Confident
-0.5764626562595367,0.023386776447296143,0.7170860469341278,1.3734629365695297,0.004598736763000488,0.5226142994309219,1.1086077988147736,0.011526331305503845,0.5799493938684464,0.5684230625629425,90.5956897854321,0.16053861538432457,-5.978460255153914,0.3071837405886829,0.023386776447296143,Looking Straight,Partially Open,Upright,Confident
-0.5825900174677372,0.03237515687942505,0.7190805822610855,1.3829870200180372,0.003852367401123047,0.5209444390480358,1.1131923496723175,0.011876627802848816,0.5863462388515472,0.5744696110486984,90.61126437929312,0.15883828389333116,-4.606522406436819,0.304904461949127,0.03237515687942505,Looking Straight,Partially Open,Stiff,Confident
-0.592898290604353,0.03260040283203125,0.715729296207428,1.3696876312149024,0.004507526755332947,0.5235552440432143,1.136500895023346,0.014360398054122925,0.5875356048345566,0.5731752067804337,90.7239294045497,0.16465738209102887,-4.592919214207938,0.31449858245988277,0.03260040283203125,Looking Straight,Partially Open,Stiff,Confident
